Global Volcanism Program - Volcanoes of the World 5.1.7,,,Downloaded on 30 May 2024 at 04:39 PM,,,,,,,,,,,,,,,,,,,,,,
Volcano Number,Volcano Name,Primary Volcano Type,Last Eruption Year,Country,Region,Subregion,Latitude,Longitude,Elevation,Tectonic Settings,Evidence Category,Major Rock 1,Major Rock 2,Major Rock 3,Major Rock 4,Major Rock 5,Minor Rock 1,Minor Rock 2,Minor Rock 3,Minor Rock 4,Minor Rock 5,Population within 5 km,Population within 10 km,Population within 30 km,Population within 100 km
311090,Takawangha,Stratovolcano,1550,United States,Alaska,Aleutian Islands,51.873,-178.006,1449,Subduction zone / Intermediate crust (15-25 km),Eruption Dated,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , ,0,0,0,0
311241,Tana,Stratovolcano(es),Unknown,United States,Alaska,Aleutian Islands,52.83,-169.77,1170,Subduction zone / Intermediate crust (15-25 km),Evidence Credible,Rhyolite, , , , , , , , , ,0,0,0,8
311080,Tanaga,Stratovolcano(es),1914,United States,Alaska,Aleutian Islands,51.885,-178.146,1806,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , ,Dacite, , , , ,0,0,0,0
244001,Ta'u,Shield,Unknown,United States,New Zealand to Fiji,Samoan and Wallis Islands,-14.23,-169.454,931,Subduction zone / Oceanic crust (< 15 km),Evidence Credible,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , , , , ,95,1154,1538,1538
322070,Three Sisters,Complex,439,United States,Canada and Western USA,USA (Oregon),44.133,-121.767,3159,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , ,Rhyolite, , , , ,0,0,5672,279885
315060,Tlevak Strait-Suemez Island,Volcanic field,Unknown,United States,Alaska,Alaska (eastern),55.25,-133.3,50,Subduction zone / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt, , , , , , , , , ,0,0,1596,6552
341070,"Toluca, Nevado de",Stratovolcano,-1350,Mexico,México and Central America,Mexico,19.108,-99.758,4680,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Dacite, , , ,Trachyte / Trachydacite,Trachyandesite / Basaltic Trachyandesite, , , ,126,1240,1626432,25247342
341011,"Tortuga, Isla",Shield,Unknown,Mexico,México and Central America,Mexico,27.438,-111.881,224,Rift zone / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt, , , , ,Andesite / Basaltic Andesite, , , , ,0,0,401,26978
312160,Trident,Stratovolcano,1974,United States,Alaska,Alaska Peninsula,58.236,-155.1,1864,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,0,0,0,117
320100,Tseax River Cone,Pyroclastic cone,1690,Canada,Canada and Western USA,Canada,55.1109,-128.8991,612,Intraplate / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt, , , , , , , , , ,0,0,928,23623
244020,Tutuila,Tuff cone(s),440,United States,New Zealand to Fiji,Samoan and Wallis Islands,-14.2903,-170.7019,653,Subduction zone / Oceanic crust (< 15 km),Eruption Dated,Basalt / Picro-Basalt,Andesite / Basaltic Andesite,Trachyte / Trachydacite, , , , , , , ,16653,49763,56239,67387
320031,Tuya Volcanic Field,Volcanic field,Unknown,Canada,Canada and Western USA,Canada,59.37,-130.58,2123,Intraplate / Continental crust (>25 km),Evidence Credible,Basalt / Picro-Basalt,Foidite, , , , , , , , ,0,0,0,665
323160,Ubehebe Craters,Maar(s),-150,United States,Canada and Western USA,USA (California),37.02,-117.45,752,Rift zone / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt, , , , , , , , , ,18,94,262,15354
312130,Ugashik-Peulik,Stratovolcano,1814,United States,Alaska,Alaska Peninsula,57.751,-156.368,1474,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite,Rhyolite, , , , , , ,0,0,0,102
329010,Uinkaret Field,Volcanic field,1100,United States,Canada and Western USA,USA (Arizona),36.38,-113.13,1555,Rift zone / Continental crust (>25 km),Eruption Dated,Trachybasalt / Tephrite Basanite, , , , ,Basalt / Picro-Basalt, , , , ,92,92,170,149617
312131,Ukinrek Maars,Maar(s),1977,United States,Alaska,Alaska Peninsula,57.8344,-156.5203,91,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt,Dacite, , , , , , , , ,0,0,0,739
311250,Uliaga,Stratovolcano,Unknown,United States,Alaska,Aleutian Islands,53.065,-169.77,888,Subduction zone / Intermediate crust (15-25 km),Evidence Credible,No Data (checked), , , , , , , , , ,0,0,0,19
312132,Unnamed,Lava dome,Unknown,United States,Alaska,Alaska Peninsula,57.87,-155.411,402,Subduction zone / Continental crust (>25 km),Evidence Credible,No Data (checked), , , , , , , , , ,0,0,0,88
244000,Vailulu'u,Shield,2003,United States,New Zealand to Fiji,Samoan and Wallis Islands,-14.215,-169.058,-592,Subduction zone / Oceanic crust (< 15 km),Eruption Observed,Basalt / Picro-Basalt, , , , , , , , , ,0,0,0,1387
312070,Veniaminof,Stratovolcano,2021,United States,Alaska,Alaska Peninsula,56.17,-159.38,2507,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,0,0,0,542
311270,Vsevidof,Stratovolcano,1878,United States,Alaska,Aleutian Islands,53.13,-168.693,2149,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,0,0,6,6
324030,Wapi Lava Field,Shield,-300,United States,Canada and Western USA,USA (Idaho),42.886,-113.216,1597,Rift zone / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt, , , , , , , , , ,6,6,1394,172539
320150,Wells Gray-Clearwater,Volcanic field,1550,Canada,Canada and Western USA,Canada,52.33,-120.57,2576,Intraplate / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt,Trachybasalt / Tephrite Basanite, , , , , , , , ,716,716,716,18280
321060,West Crater,Volcanic field,-5750,United States,Canada and Western USA,USA (Washington),45.88,-122.08,1329,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , , , , , , , ,505,505,14359,2225092
331005,West Valley Segment,Fissure vent,Unknown,Canada,Hawaii and Pacific Ocean,Pacific Ocean (northern),48.78,-128.64,-2550,Rift zone / Intermediate crust (15-25 km),Unrest / Holocene, , , , , , , , , , ,0,0,0,0
311340,Westdahl,Stratovolcano?,1992,United States,Alaska,Aleutian Islands,54.516,-164.65,1563,Subduction zone / Continental crust (>25 km),Eruption Observed,Basalt / Picro-Basalt,Trachyandesite / Basaltic Trachyandesite,Andesite / Basaltic Andesite, , ,Trachyte / Trachydacite,Dacite, , , ,0,0,0,305
315020,Wrangell,Shield,1912,United States,Alaska,Alaska (eastern),62.006,-144.017,4278,Intraplate / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,0,0,0,1844
312100,Yantarni,Stratovolcano,-800,United States,Alaska,Alaska Peninsula,57.019,-157.185,1345,Subduction zone / Continental crust (>25 km),Eruption Dated,Andesite / Basaltic Andesite,Dacite, , , , , , , , ,0,0,0,190
311210,Yunaska,Shield,1937,United States,Alaska,Aleutian Islands,52.6394,-170.6317,550,Subduction zone / Intermediate crust (15-25 km),Eruption Observed,Andesite / Basaltic Andesite,Basalt / Picro-Basalt,Dacite, , , , , , , ,0,0,0,0
284191,Zealandia Bank,Stratovolcano,Unknown,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",16.88,145.85,0,Subduction zone / Crustal thickness unknown,Unrest / Holocene,Basalt / Picro-Basalt,Andesite / Basaltic Andesite, , , , , , , , ,0,0,0,0
341061,Zitacuaro-Valle de Bravo,Volcanic field,-3050,Mexico,México and Central America,Mexico,19.4,-100.25,3500,Subduction zone / Continental crust (>25 km),Eruption Dated,Dacite,Andesite / Basaltic Andesite,Basalt / Picro-Basalt, , ,Trachyandesite / Basaltic Trachyandesite,Trachybasalt / Tephrite Basanite, , , ,231977,231977,490440,4838069
327120,Zuni-Bandera,Volcanic field,-1170,United States,Canada and Western USA,USA (New Mexico),34.8,-108,2550,Rift zone / Continental crust (>25 km),Eruption Dated,Basalt / Picro-Basalt, , , , , , , , , ,18,18,246,54738
